gege be ,	nv::nv cm::acc mark::comma
suwe ete mbi o ,	pn::2pl verb::vv e::fve.npst ptcl mark::comma
emu jergi buce re weile be guwebu mbi .	nv::nv nv::nv verb::vv e::npst.ptcp nv::nv cm::acc verb::vv e::fve.npst mark::period
geren šajin i amban sa ,	nv::adj nv::nv cm::gen nv::nv nv::nv mark::comma
tungsan be juwanta šusiha šusihala ha .	nn::prpn.person cm::acc nv::nv nv::nv verb::vv e::pst.ptcp mark::period
medege fonji ki ,	nv::nv verb::vv e::fve.opt mark::comma
hai_jeo de juwe minggan cooha be gai fi hala me gene he .	nn::prpn cm::dat nv::nv nv::nv nv::nv cm::acc verb::vv e::cve verb::vv e::cve verb::vv e::pst.ptcp mark::period
uksin saca aci hai emte morin bu he .	nv::nv nv::nv verb::vv e::cve nv::nv nv::nv verb::vv e::pst.ptcp mark::period
serguwen de hule i ton ,	nv::adj cm::dat nv::nv cm::gen nv::nv mark::comma
emu mudan de emu minggan niyalma idu ara me ,	nv::nv nv::nv cm::dat nv::nv nv::nv nv::nv nv::nv verb::vv e::cve mark::comma
funce he jeku be ,	verb::vv e::pst.ptcp nv::nv cm::acc mark::comma
tuttu tondo i fafula rakū ehe miosihon jurgan i banji ci ,	nv::nv nv::adj cm::gen verb::vv e::npst.ptcp.neg nv::adj nv::adj nv::nv cm::gen verb::vv e::cve mark::comma
onco mujilengge han ,	nv::adj nv::adj nv::nv mark::comma
yamji cimari saikan ulhi tele hendu rakū o fi ,	nv::nv nv::nv nv::adj verb::vv e::cve verb::vv e::npst.ptcp.neg verb::vv e::cve mark::comma
cimari erde bi gene mbi seme amasi hendu fi unggi he ,	nv::nv nv::nv pn::1sg verb::vv e::fve.npst comp nv::nv verb::vv e::cve verb::vv e::pst.ptcp mark::comma
○ ice jakūn de ,	mark::circle nv::adj nv::nv cm::dat mark::comma
koolingga ba be adarame nakabu re se mbi kai ,	nv::adj nv::nv cm::acc nv::nv verb::vv e::npst.ptcp verb::vv e::fve.npst ptcl mark::comma
deo beile i beye akū o ho .	nv::nv nv::nv cm::gen nv::nv nv::adj verb::vv e::pst.ptcp mark::period
juwan samsu bu he ,	nv::nv nv::nv verb::vv e::pst.ptcp mark::comma
sain niyalma be wesibu rakū šangna rakū o ci ,	nv::adj nv::nv cm::acc verb::vv e::npst.ptcp.neg verb::vv e::npst.ptcp.neg verb::vv e::cve mark::comma
jeku be fe kooli angga bodo me bu ∅ .	nv::nv cm::acc nv::adj nv::nv nv::nv verb::vv e::cve verb::vv e::fve.imperative mark::period
keisun ,	nn::prpn.person mark::comma
gung gemu emu adali kai seme hendu fi ,	nv::nv nv::nv nv::nv nv::adj ptcl comp verb::vv e::cve mark::comma
min i juse omosi jalan hala me han de gosibu me wesihun banji kini .	pn::1sg cm::gen nv::nv nv::nv nv::nv verb::vv e::cve nv::nv cm::dat verb::vv e::cve nv::nv verb::vv e::fve.opt mark::period
solho i ilan hecen ubaša ha bi he ,	nv::nv cm::gen nv::nv nv::nv verb::vv e::pst.ptcp verb::vv e::pst.ptcp mark::comma
jai duin hošo i gurun i niyalma ,	nv::nv nv::nv nv::nv cm::gen nv::nv cm::gen nv::nv mark::comma
in i ili ha alin i fejile yafahan cooha be majige andan de wa ha be tuwa fi ,	pn::3sg cm::gen verb::vv e::pst.ptcp nv::nv cm::gen nv::nv nv::adj nv::nv cm::acc nv::adj nv::nv cm::dat verb::vv e::pst.ptcp cm::acc verb::vv e::cve mark::comma
monggo ci uka me ji he urut gurun i beile se guwangning ci isinji ha ,	nv::nv cm::abl verb::vv e::cve verb::vv e::pst.ptcp nn::prpn.plc nv::nv cm::gen nv::nv nv::nv nn::prpn.plc cm::abl verb::vv e::pst.ptcp mark::comma
ede bu re jeku orho i ejen akū jeku orho ,	nv::nv verb::vv e::npst.ptcp nv::nv nv::nv cm::gen nv::nv nv::adj nv::nv nv::nv mark::comma
meiren i ejen ,	nv::nv cm::gen nv::nv mark::comma
beile adarame banji mbi seme hendu me o hakū ,	nv::nv nv::nv verb::vv e::fve.npst comp verb::vv e::cve verb::vv e::pst.ptcp.neg mark::comma
bi cooha da ra ,	pn::1sg nv::nv verb::vv e::npst.ptcp mark::comma
korcin gumbu i elcin ,	nn::prpn.plc nn::prpn.person cm::gen nv::nv mark::comma
niru i ejen be geli wesibu mbi seme ,	nv::nv cm::gen nv::nv cm::acc nv::nv verb::vv e::fve.npst comp mark::comma
du_tang ni bodo fi wesimbu he bithe ,	nv::nv cm::gen verb::vv e::cve verb::vv e::pst.ptcp nv::nv mark::comma
fulgiyan bayara be gai fi yabu re niru i ejen ,	nv::nv nv::nv cm::acc verb::vv e::cve verb::vv e::npst.ptcp nv::nv cm::gen nv::nv mark::comma
iogi hergen be efule he ,	nv::nv nv::nv cm::acc verb::vv e::pst.ptcp mark::comma
jase i dolo juwan ilan dedu he ,	nv::nv cm::gen nv::nv nv::nv nv::nv verb::vv e::pst.ptcp mark::comma
tere tofohon niyalma be gai fi ,	nv::nv nv::nv nv::nv cm::acc verb::vv e::cve mark::comma
dain de baha fi aca hakū ahūn deo ,	nv::nv cm::dat verb::vv e::cve verb::vv e::pst.ptcp.neg nv::nv nv::nv mark::comma
jaisai_beile i gucu boroci gebungge amban de ,	nn::prpn cm::gen nv::nv nn::prpn.person nv::adj nv::nv cm::dat mark::comma
simiyan hecen i amargi duka dosi tala fihebu me saci fi ,	nn::prpn.plc nv::nv cm::gen nv::nv nv::nv verb::vv e::cve verb::vv e::cve verb::vv e::cve mark::comma
siran siran i hergen bodo me šangna me bu he .	nv::nv nv::nv cm::gen nv::nv verb::vv e::cve verb::vv e::cve verb::vv e::pst.ptcp mark::period
kalka i monggo i nangnuk ,	nv::nv cm::gen nv::nv cm::gen nn::prpn.person mark::comma
baduri suwen i gene he ba be ulan fete me hūdun wacihiya fi ,	nn::prpn.person pn::2pl cm::gen verb::vv e::pst.ptcp nv::nv cm::acc nv::nv verb::vv e::cve nv::adj verb::vv e::cve mark::comma
ta_šan_pu de isina ha inenggi ,	nn::prpn cm::dat verb::vv e::pst.ptcp nv::nv mark::comma
mujilen ehe in i waka be beye de ali me gaija rakū o fi ,	nv::nv nv::adj pn::3sg cm::gen nv::adj cm::acc nv::nv cm::dat verb::vv e::cve verb::vv e::npst.ptcp.neg verb::vv e::cve mark::comma
sunja tanggū nikan bu ∅ ,	nv::nv nv::nv nv::nv verb::vv e::fve.imperative mark::comma
haha niyalma o fi gele mbi dere ,	nv::nv nv::nv verb::vv e::cve verb::vv e::fve.npst ptcl mark::comma
○ juwan ninggun de ,	mark::circle nv::nv nv::nv cm::dat mark::comma
afabu ha weile be mute mbi ,	verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::fve.npst mark::comma
nikan ,	nv::nv mark::comma
ere nadan niyalma ilaci jergi .	nv::nv nv::nv nv::nv nv::nv nv::nv mark::period
duin morin be gabta ha seme alanji ha .	nv::nv nv::nv cm::acc verb::vv e::pst.ptcp comp verb::vv e::pst.ptcp mark::period
min i juse omosi jalan hala me han de gosibu me wesihun banji kini .	pn::1sg cm::gen nv::nv nv::nv nv::nv verb::vv e::cve nv::nv cm::dat verb::vv e::cve nv::nv verb::vv e::fve.opt mark::period
wehe i pailu mokco ho kai ,	nv::nv cm::gen nv::nv verb::vv e::pst.ptcp ptcl mark::comma
tung_yuwan_pu de jakūn tanggū cooha ,	nn::prpn cm::dat nv::nv nv::nv nv::nv mark::comma
ciyan dooli ,	nv::nv nv::nv mark::comma
nikan i ilan dzung_bing_guwan i ilan tumen cooha uthai afanji ha ,	nv::nv cm::gen nv::nv nv::nv cm::gen nv::nv nv::nv nv::nv nv::nv verb::vv e::pst.ptcp mark::comma
ula i bujantai de korcin i monggo i unggadai_beile da fi ,	nv::nv cm::gen nn::prpn.person cm::dat nn::prpn.plc cm::gen nv::nv cm::gen nn::prpn verb::vv e::cve mark::comma
bai me gene he bi he ,	verb::vv e::cve verb::vv e::pst.ptcp verb::vv e::pst.ptcp mark::comma
sin i gisun be bi donji re .	pn::2sg cm::gen nv::nv cm::acc pn::1sg verb::vv e::npst.ptcp mark::period
suna_efu gida fi gemu wa ha ,	nn::prpn verb::vv e::cve nv::nv verb::vv e::pst.ptcp mark::comma
ere geren de juwete niyalma bu he .	nv::nv nv::adj cm::dat nv::nv nv::nv verb::vv e::pst.ptcp mark::period
juwe biya i juwan duin de du_tang de wasimbu ha ,	nv::nv nv::nv cm::gen nv::nv nv::nv cm::dat nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
nacin donji fi ,	nv::nv verb::vv e::cve mark::comma
○ liyoodung ni hecen be gai ha manggi ,	mark::circle nn::prpn.plc cm::gen nv::nv cm::acc verb::vv e::pst.ptcp nv::nv mark::comma
orin sunja se ci ,	nv::nv nv::nv nv::nv cm::abl mark::comma
halu ,	nv::nv mark::comma
han ,	nv::nv mark::comma
ula de emu feye gidalabu ha ,	nv::nv cm::dat nv::nv nv::nv verb::vv e::pst.ptcp mark::comma
šugi ,	nv::nv mark::comma
han i bithe ,	nv::nv cm::gen nv::nv mark::comma
tongki fuka sinda ha hergen i dangse .	nv::nv nv::nv verb::vv e::pst.ptcp nv::nv cm::gen nv::nv mark::period
afabu ha jurgan be tondo i banji ki ,	verb::vv e::pst.ptcp nv::nv cm::acc nv::adj cm::gen verb::vv e::fve.opt mark::comma
bayangsu ,	nn::prpn.person mark::comma
jori ha jurgan be jurce rakū seme ,	verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::npst.ptcp.neg comp mark::comma
○ juwan nadan de ,	mark::circle nv::nv nv::nv cm::dat mark::comma
sahaliyen_beile nene me ji he cooha be gai fi boo i baru jura ka ,	nn::prpn verb::vv e::cve verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::cve nv::nv cm::gen nv::nv verb::vv e::pst.ptcp mark::comma
ere weile be dele donji fi gida ci ojo rakū kai ,	nv::nv nv::nv cm::acc nv::nv verb::vv e::cve verb::vv e::cve verb::vv e::npst.ptcp.neg ptcl mark::comma
weile waji ki seme hendu fi ,	nv::nv verb::vv e::fve.opt comp verb::vv e::cve mark::comma
siltan moo de huwejen lakiya ha de ,	nv::nv nv::nv cm::dat nv::nv verb::vv e::pst.ptcp cm::dat mark::comma
abtai yehe de uka me gene he bi he ,	nn::prpn.person nv::nv cm::dat verb::vv e::cve verb::vv e::pst.ptcp verb::vv e::pst.ptcp mark::comma
sishe ,	nv::nv mark::comma
abka i salgabu fi banjibu ha meni meni gurun de ,	nv::nv cm::gen verb::vv e::cve verb::vv e::pst.ptcp nv::nv nv::nv nv::nv cm::dat mark::comma
han i aisin angga i jušen ,	nv::nv cm::gen nv::nv nv::nv cm::gen nv::nv mark::comma
šajin i niyalma de ala fi ,	nv::nv cm::gen nv::nv cm::dat verb::vv e::cve mark::comma
han i beye giyoocan de ebu he ,	nv::nv cm::gen nv::nv nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
○ obohoi ,	mark::circle nn::prpn.person mark::comma
abka i wakala ha nikan de da fi cooha ji he solho be abka wakala fi ,	nv::nv cm::gen verb::vv e::pst.ptcp nv::nv cm::dat verb::vv e::cve nv::nv verb::vv e::pst.ptcp nv::nv cm::acc nv::nv verb::vv e::cve mark::comma
inu tere kooli o mbi kai ,	nv::nv nv::nv nv::nv verb::vv e::fve.npst ptcl mark::comma
šoto_beile i ulin jafa ha yamburu hoki duin niyalma ,	nn::prpn cm::gen nv::nv verb::vv e::pst.ptcp nn::prpn.person nv::nv nv::nv nv::nv mark::comma
emu jergi buce re weile be guwebu mbi .	nv::nv nv::nv verb::vv e::npst.ptcp nv::nv cm::acc verb::vv e::fve.npst mark::period
ihan morin hūlha fi wa ra ngge ,	nv::nv nv::nv verb::vv e::cve verb::vv e::npst.ptcp nmlz::nmlz mark::comma
derhi dele fulgiyan jafu sekte fi fehu me ,	nv::nv nv::nv nv::nv nv::nv verb::vv e::cve verb::vv e::cve mark::comma
simiyan i ba ,	nn::prpn.plc cm::gen nv::nv mark::comma
julge i jalan jalan i banji ha kooli be tuwa ci ,	nv::nv cm::gen nv::nv nv::nv cm::gen verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::cve mark::comma
○ ineku tere inenggi ,	mark::circle nv::nv nv::nv nv::nv mark::comma
emu tanggū orin uyun boigon .	nv::nv nv::nv nv::nv nv::nv nv::nv mark::period
min i hehe juse be genggiyen mujilen de sa fi bu re bi he o ,	pn::1sg cm::gen nv::nv nv::nv cm::acc nv::adj nv::nv cm::dat verb::vv e::cve verb::vv e::npst.ptcp verb::vv e::pst.ptcp ptcl mark::comma
cooha be kadala me ete mbi seme ,	nv::nv cm::acc verb::vv e::cve verb::vv e::fve.npst comp mark::comma
jai afabu ha weile be mute mbi ,	nv::nv verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::fve.npst mark::comma
maltu iogi i hergen be nakabu ha .	nn::prpn.person nv::nv cm::gen nv::nv cm::acc verb::vv e::pst.ptcp mark::period
jušen i jobo ho be beile sa ra o ci ,	nv::nv cm::gen verb::vv e::pst.ptcp cm::acc nv::nv verb::vv e::npst.ptcp verb::vv e::cve mark::comma
geli baindari be šusihiye me ,	nv::nv nn::prpn.person cm::acc verb::vv e::cve mark::comma
u_jing_ing ,	nn::prpn mark::comma
kubu he lamun i gūsa i juwan nadan da ,	verb::vv e::pst.ptcp nv::adj cm::gen nv::nv cm::gen nv::nv nv::nv nv::nv mark::comma
uthai afa ci ,	nv::nv verb::vv e::cve mark::comma
ma_teo_šan alin de mao_wen_lung de acana ha ,	nn::prpn nv::nv cm::dat nn::prpn cm::dat verb::vv e::pst.ptcp mark::comma
han ,	nv::nv mark::comma
yambulu min be wa kini ,	nn::prpn.person pn::1sg cm::acc verb::vv e::fve.opt mark::comma
danggalai emu morin ,	nn::prpn.person nv::nv nv::nv mark::comma
boihoci_ecike ,	nn::prpn mark::comma
○ orin ninggun de ,	mark::circle nv::nv nv::nv cm::dat mark::comma
jori ha jurgan be jurce rakū seme beiguwan obu ha ,	verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::npst.ptcp.neg comp nv::nv verb::vv e::pst.ptcp mark::comma
buya taiji sa i sargata fujisa ,	nv::adj nv::nv nv::nv cm::gen nv::nv nv::nv mark::comma
solho han sin de usha me te mbi ,	nv::nv nv::nv pn::2sg cm::dat verb::vv e::cve verb::vv e::fve.npst mark::comma
bu ∅ da o guwan be jang yen obu ha ,	verb::vv e::fve.imperative nv::nv ptcl nv::nv cm::acc nv::nv nv::nv verb::vv e::pst.ptcp mark::comma
monggo i beile se fujisa be ,	nv::nv cm::gen nv::nv nv::nv nv::nv cm::acc mark::comma
han i boo i eje he ,	nv::nv cm::gen nv::nv cm::gen verb::vv e::pst.ptcp mark::comma
bak_taiji de hendu he gisun ,	nn::prpn cm::dat verb::vv e::pst.ptcp nv::nv mark::comma
han hendu me ,	nv::nv verb::vv e::cve mark::comma
sain ba de ucara ci ,	nv::adj nv::nv cm::dat verb::vv e::cve mark::comma
tongki fuka sinda ha hergen i dangse .	nv::nv nv::nv verb::vv e::pst.ptcp nv::nv cm::gen nv::nv mark::period
fude re ba de fude ∅ .	verb::vv e::npst.ptcp nv::nv cm::dat verb::vv e::fve.imperative mark::period
ere emu jurgan i weile ,	nv::nv nv::nv nv::nv cm::gen nv::nv mark::comma
encule me ume beide re ,	verb::vv e::cve nv::nv verb::vv e::npst.ptcp mark::comma
darhan_baturu sadun si ume olho ro ,	nn::prpn nv::nv pn::2sg nv::nv verb::vv e::npst.ptcp mark::comma
bandi ,	nv::nv mark::comma
fujisa be tuwakiya ∅ se ci ,	nv::nv cm::acc verb::vv e::fve.imperative verb::vv e::cve mark::comma
niyaman hūncihin seme harša rakū ,	nv::nv nv::nv comp verb::vv e::npst.ptcp.neg mark::comma
dube ergi narhūkan ,	nv::nv nv::nv nv::adj mark::comma
orin niyalma be gai fi ginjeo i tsanjiyang aita be tuwanggi me gene fi ,	nv::nv nv::nv cm::acc verb::vv e::cve nn::prpn.plc cm::gen nv::nv nn::prpn.person cm::acc verb::vv e::cve verb::vv e::cve mark::comma
wan_lii i gūsin nadaci aniya omšon biya i orin sunja de baha ha ,	nn::prpn cm::gen nv::nv nv::nv nv::nv nv::nv nv::nv cm::gen nv::nv nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
yangguri ,	nn::prpn.person mark::comma
duici_beile tere gisun be gemu han de ala ha ,	nn::prpn nv::nv nv::nv cm::acc nv::nv nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
niowanggiyaha de cooha gene re de ,	nn::prpn.plc cm::dat nv::nv verb::vv e::npst.ptcp cm::dat mark::comma
amba_beile be sa fi hendu me ,	nn::prpn cm::acc verb::vv e::cve verb::vv e::cve mark::comma
han de alanji me elcin ji he manggi ,	nv::nv cm::dat verb::vv e::cve nv::nv verb::vv e::pst.ptcp nv::nv mark::comma
in i gung bai ha de ,	pn::3sg cm::gen nv::nv verb::vv e::pst.ptcp cm::dat mark::comma
emte gecuheri uda ∅ se he bi he kai ,	nv::nv nv::nv verb::vv e::fve.imperative verb::vv e::pst.ptcp verb::vv e::pst.ptcp ptcl mark::comma
si ici ergi gala i cooha be gama fi alin i ninggu be gai fi wasihūn gidabu ∅ ,	pn::2sg nv::nv nv::nv nv::nv cm::gen nv::nv cm::acc verb::vv e::cve nv::nv cm::gen nv::nv cm::acc verb::vv e::cve nv::nv verb::vv e::fve.imperative mark::comma
juwan ilaci jergi ,	nv::nv nv::nv nv::nv mark::comma
šun dekde re abka i julergi hošo i ergi de ,	nv::nv verb::vv e::npst.ptcp nv::nv cm::gen nv::nv nv::nv cm::gen nv::nv cm::dat mark::comma
šose ,	nn::prpn.person mark::comma
emu sain gisun be gisure rakū ,	nv::nv nv::adj nv::nv cm::acc verb::vv e::npst.ptcp.neg mark::comma
○ orin emu de ,	mark::circle nv::nv nv::nv cm::dat mark::comma
dzung_bing_guwan duile fi ,	nv::nv verb::vv e::cve mark::comma
ere niyalma wa ha weile be suwen i nikan baica hakū ,	nv::nv nv::nv verb::vv e::pst.ptcp nv::nv cm::acc pn::2pl cm::gen nv::nv verb::vv e::pst.ptcp.neg mark::comma
ginjeo i juwe wei ,	nn::prpn.plc cm::gen nv::nv nv::nv mark::comma
han i sain de gurun ,	nv::nv cm::gen nv::adj cm::dat nv::nv mark::comma
gida ha jaka akū seme jabu ki se re de ,	verb::vv e::pst.ptcp nv::nv nv::adj comp verb::vv e::fve.opt verb::vv e::npst.ptcp cm::dat mark::comma
wan_lii i orin sunjaci aniya sunja biya i ice de baha ha ,	nn::prpn cm::gen nv::nv nv::nv nv::nv nv::nv nv::nv cm::gen nv::adj cm::dat verb::vv e::pst.ptcp mark::comma
juwe boigon be gemu olji ara fi aha obu mbi ,	nv::nv nv::nv cm::acc nv::nv nv::nv verb::vv e::cve nv::nv verb::vv e::fve.npst mark::comma
erdeni_baksi jabu me ,	nn::prpn verb::vv e::cve mark::comma
ere ma_šeo_pu de ulin gai ha weile bi fi jafa habi ,	nv::nv nn::prpn cm::dat nv::nv verb::vv e::pst.ptcp nv::nv verb::vv e::cve verb::vv e::fve.prs.prf mark::comma
gemu boo i dalda de uka kabi ,	nv::nv nv::nv cm::gen nv::nv cm::dat verb::vv e::fve.prs.prf mark::comma
min de akda rakū gūni ci ,	pn::1sg cm::dat verb::vv e::npst.ptcp.neg verb::vv e::cve mark::comma
gemu uju fusi fi daha ha seme ,	nv::nv nv::nv verb::vv e::cve verb::vv e::pst.ptcp comp mark::comma
dural_darhan ,	nn::prpn mark::comma
niyehe ,	nv::nv mark::comma
adun_age ,	nn::prpn mark::comma
tuttu alanji ha manggi ,	nv::nv verb::vv e::pst.ptcp nv::nv mark::comma
uhereme juwan jergi bekile me dasa habi ,	nv::nv nv::nv nv::nv verb::vv e::cve verb::vv e::fve.prs.prf mark::comma
amba_beile arki de huwesi kvthū me sin be dahabu fi jai wa ci min de ehe dere ,	nn::prpn nv::nv cm::dat nv::nv verb::vv e::cve pn::2sg cm::acc verb::vv e::cve nv::nv verb::vv e::cve pn::1sg cm::dat nv::adj ptcl mark::comma
jai beye geli elhe akū o fi bu hekū bi he ,	nv::nv nv::nv nv::nv nv::nv nv::adj verb::vv e::cve verb::vv e::pst.ptcp.neg verb::vv e::pst.ptcp mark::comma
geren šajin i niyalma be isabu fi duile me gisure fi ,	nv::adj nv::nv cm::gen nv::nv cm::acc verb::vv e::cve verb::vv e::cve verb::vv e::cve mark::comma
arga ambula ,	nv::nv nv::nv mark::comma
hūturi ambula o ci ,	nv::nv nv::nv verb::vv e::cve mark::comma
seogen i eigen sargan ,	nn::prpn.person cm::gen nv::nv nv::nv mark::comma
sunjaci jergi de juwan ilata ,	nv::nv nv::nv cm::dat nv::nv nv::nv mark::comma
ilan šeo_pu de juwete niyalma ,	nv::nv nv::nv cm::dat nv::nv nv::nv mark::comma
yasun ,	nn::prpn.person mark::comma
tanggū ihan benji ∅ ,	nv::nv nv::nv verb::vv e::fve.imperative mark::comma
juwan uyun de wasimbu ha ,	nv::nv nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
sain aibi ,	nv::adj nv::nv mark::comma
erdeni adarame tondo ,	nn::prpn.person nv::nv nv::adj mark::comma
tondo be beide mbi ,	nv::adj cm::acc verb::vv e::fve.npst mark::comma
niowanggiyaha ,	nn::prpn.plc mark::comma
hai_si ši_ho_wei i du_jy_hūi_ši eke i omolo sibege ,	nn::prpn nn::prpn cm::gen nv::nv nn::prpn.person cm::gen nv::nv nn::prpn.person mark::comma
muse i cooha be aliya rakū dere ,	nv::nv cm::gen nv::nv cm::acc verb::vv e::npst.ptcp.neg ptcl mark::comma
jekune ,	nn::prpn.person mark::comma
gai ha menggun de ,	verb::vv e::pst.ptcp nv::nv cm::dat mark::comma
ceng_tang han de gene fi gucu ara habi ,	nn::prpn nv::nv cm::dat verb::vv e::cve nv::nv verb::vv e::fve.prs.prf mark::comma
jai tsanjiyang ,	nv::nv nv::nv mark::comma
gūwa ci fulu ainu kice me kadala rakū ,	nv::nv cm::abl nv::nv nv::nv verb::vv e::cve verb::vv e::npst.ptcp.neg mark::comma
ilan_bolikū ,	nn::prpn mark::comma
tuttu o ci ,	nv::nv verb::vv e::cve mark::comma
amban sa de inu hūturi kai ,	nv::nv nv::nv cm::dat nv::nv nv::nv ptcl mark::comma
ninggun uksin ,	nv::nv nv::nv mark::comma
yahican be si donji fi ainu amca hakū ,	nn::prpn.person cm::acc pn::2sg verb::vv e::cve nv::nv verb::vv e::pst.ptcp.neg mark::comma
hūntahan ,	nv::nv mark::comma
ning_yuwan de uthai cooha sinda fi šanaha be afa mbi seme yarkiya ra ,	nn::prpn cm::dat nv::nv nv::nv verb::vv e::cve nn::prpn.plc cm::acc verb::vv e::fve.npst comp verb::vv e::npst.ptcp mark::comma
juwe niyalma be takūra fi unggi he .	nv::nv nv::nv cm::acc verb::vv e::cve verb::vv e::pst.ptcp mark::period
sin i ciha o ∅ seme amasi unggi re jaka de ,	pn::2sg cm::gen nv::nv verb::vv e::fve.imperative comp nv::nv verb::vv e::npst.ptcp nv::nv cm::dat mark::comma
tere i jalin de bi umai seme hendu hekū ,	nv::nv cm::gen nv::nv cm::dat pn::1sg nv::nv comp verb::vv e::pst.ptcp.neg mark::comma
ya sain gucu beye de teisule me baya kabi ,	nv::nv nv::adj nv::nv nv::nv cm::dat verb::vv e::cve verb::vv e::fve.prs.prf mark::comma
ihan_alin de emu feye baha ha seme sunjata yan i weile waliya mbi ,	nn::prpn cm::dat nv::nv nv::nv verb::vv e::pst.ptcp comp nv::nv nv::nv cm::gen nv::nv verb::vv e::fve.npst mark::comma
○ haningga be ,	mark::circle nn::prpn.person cm::acc mark::comma
korso fi daila ra jaka de ,	verb::vv e::cve verb::vv e::npst.ptcp nv::nv cm::dat mark::comma
ji he elcin be wa ki se mbi ,	verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::fve.opt verb::vv e::fve.npst mark::comma
ba i ejen darhan_hiya be ,	nv::nv cm::gen nv::nv nn::prpn cm::acc mark::comma
orin juwe se ,	nv::nv nv::nv nv::nv mark::comma
gala unu fi ume yabu re ,	nv::nv verb::vv e::cve nv::nv verb::vv e::npst.ptcp mark::comma
○ uka me ji he monggo de ,	mark::circle verb::vv e::cve verb::vv e::pst.ptcp nv::nv cm::dat mark::comma
umiyesun ,	nv::nv mark::comma
yaya beile se ,	nv::nv nv::nv nv::nv mark::comma
in i ahūta deote juse omosi de bu he ngge ,	pn::3sg cm::gen nv::nv nv::nv nv::nv nv::nv cm::dat verb::vv e::pst.ptcp nmlz::nmlz mark::comma
han i šangna me bu re an i baha ra jaka be iletu gai mbi ,	nv::nv cm::gen verb::vv e::cve verb::vv e::npst.ptcp nv::nv cm::gen verb::vv e::npst.ptcp nv::nv cm::acc nv::adj verb::vv e::fve.npst mark::comma
